person_id,learnings,school_id,letter,summercamp,female,parental_schooling,parental_lincome,year,test_score
8,9.977683029443066,11,0,0,1,13,14.975558267987138,2,3.2930486547676794
8,9.977683029443066,11,0,0,1,13,14.975558267987138,3,2.282578296333127
8,9.977683029443066,11,0,0,1,13,14.975558267987138,4,2.5109394696300287
8,9.977683029443066,11,0,0,1,13,14.975558267987138,7,1.9840526094683661
8,9.977683029443066,11,0,0,1,13,14.975558267987138,8,2.497243716091395
8,9.977683029443066,11,0,0,1,13,14.975558267987138,9,2.029108801920158
8,9.977683029443066,11,0,0,1,13,14.975558267987138,10,2.5989773518839567
8,9.977683029443066,11,0,0,1,13,14.975558267987138,5,2.4602488463966385
8,9.977683029443066,11,0,0,1,13,14.975558267987138,6,2.6910603775259423
9,11.267460331169449,23,1,1,1,11,14.348628779623803,2,2.0448312511880995
9,11.267460331169449,23,1,1,1,11,14.348628779623803,3,2.0886084237680076
9,11.267460331169449,23,1,1,1,11,14.348628779623803,4,1.731805129076408
9,11.267460331169449,23,1,1,1,11,14.348628779623803,7,2.6385039598326516
9,11.267460331169449,23,1,1,1,11,14.348628779623803,8,2.0554739866840865
9,11.267460331169449,23,1,1,1,11,14.348628779623803,9,2.495511280996984
9,11.267460331169449,23,1,1,1,11,14.348628779623803,10,2.4386204340267037
9,11.267460331169449,23,1,1,1,11,14.348628779623803,5,2.291140194215291
9,11.267460331169449,23,1,1,1,11,14.348628779623803,6,2.5577925907552634
10,10.707021011834767,9,1,1,1,11,13.809875411230761,2,2.474859659881221
10,10.707021011834767,9,1,1,1,11,13.809875411230761,3,2.9206987642510414
10,10.707021011834767,9,1,1,1,11,13.809875411230761,4,2.8350329056604777
10,10.707021011834767,9,1,1,1,11,13.809875411230761,7,2.56379397955114
10,10.707021011834767,9,1,1,1,11,13.809875411230761,8,2.6931805436712644
10,10.707021011834767,9,1,1,1,11,13.809875411230761,9,2.495031795113608
10,10.707021011834767,9,1,1,1,11,13.809875411230761,10,2.2358861333192706
10,10.707021011834767,9,1,1,1,11,13.809875411230761,5,2.430166044151981
10,10.707021011834767,9,1,1,1,11,13.809875411230761,6,2.923926811429472
11,8.483699198639584,25,0,0,1,11,14.561040182695379,2,1.6507637571338871
11,8.483699198639584,25,0,0,1,11,14.561040182695379,3,2.778787087789185
11,8.483699198639584,25,0,0,1,11,14.561040182695379,4,2.5508659936608296
11,8.483699198639584,25,0,0,1,11,14.561040182695379,7,2.083392321055946
11,8.483699198639584,25,0,0,1,11,14.561040182695379,8,1.9152569481087007
11,8.483699198639584,25,0,0,1,11,14.561040182695379,9,2.176284873145514
11,8.483699198639584,25,0,0,1,11,14.561040182695379,10,1.859398675418472
11,8.483699198639584,25,0,0,1,11,14.561040182695379,5,3.16868948168451
11,8.483699198639584,25,0,0,1,11,14.561040182695379,6,2.5852073171960575
12,9.402473409057656,15,0,0,1,11,15.207887768508293,2,2.5238473938318093
12,9.402473409057656,15,0,0,1,11,15.207887768508293,3,2.2462084829589353
12,9.402473409057656,15,0,0,1,11,15.207887768508293,4,2.0769573592162196
12,9.402473409057656,15,0,0,1,11,15.207887768508293,7,2.6961979906223705
12,9.402473409057656,15,0,0,1,11,15.207887768508293,8,2.661765136402455
12,9.402473409057656,15,0,0,1,11,15.207887768508293,9,2.3394337248321526
12,9.402473409057656,15,0,0,1,11,15.207887768508293,10,2.299512366441412
12,9.402473409057656,15,0,0,1,11,15.207887768508293,5,2.875648136521712
12,9.402473409057656,15,0,0,1,11,15.207887768508293,6,2.740858374652379
13,10.149811950393245,3,0,0,1,10,13.499589284868666,2,2.5020268510343726
13,10.149811950393245,3,0,0,1,10,13.499589284868666,3,1.707909761532987
13,10.149811950393245,3,0,0,1,10,13.499589284868666,4,2.246955624381825
13,10.149811950393245,3,0,0,1,10,13.499589284868666,7,1.8330784897816093
13,10.149811950393245,3,0,0,1,10,13.499589284868666,8,1.2533955632773066
13,10.149811950393245,3,0,0,1,10,13.499589284868666,9,2.002244937479195
13,10.149811950393245,3,0,0,1,10,13.499589284868666,10,2.4272811760493296
13,10.149811950393245,3,0,0,1,10,13.499589284868666,5,1.8108672424575403
13,10.149811950393245,3,0,0,1,10,13.499589284868666,6,2.0153086966846727
14,9.89913007343557,4,0,0,0,11,14.597114632059792,2,2.5634644096406065
14,9.89913007343557,4,0,0,0,11,14.597114632059792,3,3.166921182259863
14,9.89913007343557,4,0,0,0,11,14.597114632059792,4,2.4916378458710033
14,9.89913007343557,4,0,0,0,11,14.597114632059792,7,2.1342953218868113
14,9.89913007343557,4,0,0,0,11,14.597114632059792,8,2.96505242111276
14,9.89913007343557,4,0,0,0,11,14.597114632059792,9,2.481832778143688
14,9.89913007343557,4,0,0,0,11,14.597114632059792,10,2.737606735218938
14,9.89913007343557,4,0,0,0,11,14.597114632059792,5,2.9759346384103527
14,9.89913007343557,4,0,0,0,11,14.597114632059792,6,2.3350165121811073
15,9.772990986517653,17,1,1,0,12,14.786980602000666,2,3.5610111417668326
15,9.772990986517653,17,1,1,0,12,14.786980602000666,3,2.9494509307776413
15,9.772990986517653,17,1,1,0,12,14.786980602000666,4,3.0036922702412383
15,9.772990986517653,17,1,1,0,12,14.786980602000666,7,3.1030016280818584
15,9.772990986517653,17,1,1,0,12,14.786980602000666,8,3.0585895269536625
15,9.772990986517653,17,1,1,0,12,14.786980602000666,9,3.1955170714721883
15,9.772990986517653,17,1,1,0,12,14.786980602000666,10,3.5366801468816536
15,9.772990986517653,17,1,1,0,12,14.786980602000666,5,3.1554669755341553
15,9.772990986517653,17,1,1,0,12,14.786980602000666,6,3.189930786897422
16,10.062518719814895,7,1,1,1,11,14.756188670336266,2,2.538743218432861
16,10.062518719814895,7,1,1,1,11,14.756188670336266,3,2.7204511187889158
16,10.062518719814895,7,1,1,1,11,14.756188670336266,4,2.920421280004917
16,10.062518719814895,7,1,1,1,11,14.756188670336266,7,2.761483131828089
16,10.062518719814895,7,1,1,1,11,14.756188670336266,8,2.5766285549168906
16,10.062518719814895,7,1,1,1,11,14.756188670336266,9,2.9257860799220823
16,10.062518719814895,7,1,1,1,11,14.756188670336266,10,2.8038512775427087
16,10.062518719814895,7,1,1,1,11,14.756188670336266,5,2.635557112661215
16,10.062518719814895,7,1,1,1,11,14.756188670336266,6,3.4127529656378925
17,10.598940740301382,11,0,1,0,14,16.13337953043446,2,1.9297200862879424
17,10.598940740301382,11,0,1,0,14,16.13337953043446,3,3.1110564176284603
17,10.598940740301382,11,0,1,0,14,16.13337953043446,4,3.061978263865507
17,10.598940740301382,11,0,1,0,14,16.13337953043446,7,3.107340124266826
17,10.598940740301382,11,0,1,0,14,16.13337953043446,8,3.4473437021901434
17,10.598940740301382,11,0,1,0,14,16.13337953043446,9,3.6886008058582425
17,10.598940740301382,11,0,1,0,14,16.13337953043446,10,3.5816850524535275
17,10.598940740301382,11,0,1,0,14,16.13337953043446,5,2.8847704249937776
17,10.598940740301382,11,0,1,0,14,16.13337953043446,6,3.880123838317272
18,11.467572033959632,28,0,0,1,12,14.896106674677458,2,2.297594776129753
18,11.467572033959632,28,0,0,1,12,14.896106674677458,3,2.1574991973235838
18,11.467572033959632,28,0,0,1,12,14.896106674677458,4,2.5590862239474217
18,11.467572033959632,28,0,0,1,12,14.896106674677458,7,2.5342126764348984
18,11.467572033959632,28,0,0,1,12,14.896106674677458,8,2.7927367475265132
18,11.467572033959632,28,0,0,1,12,14.896106674677458,9,1.96281288617493
18,11.467572033959632,28,0,0,1,12,14.896106674677458,10,2.3664288541679372
18,11.467572033959632,28,0,0,1,12,14.896106674677458,5,2.1573482992354718
18,11.467572033959632,28,0,0,1,12,14.896106674677458,6,2.9421126736667578
19,9.443535966632098,15,0,1,0,11,15.115083401753786,2,3.106733571710084
19,9.443535966632098,15,0,1,0,11,15.115083401753786,3,3.588551649744204
19,9.443535966632098,15,0,1,0,11,15.115083401753786,4,2.62147013243346
19,9.443535966632098,15,0,1,0,11,15.115083401753786,7,3.734103439475879
19,9.443535966632098,15,0,1,0,11,15.115083401753786,8,2.9692683817486856
19,9.443535966632098,15,0,1,0,11,15.115083401753786,9,3.2410090294339184
19,9.443535966632098,15,0,1,0,11,15.115083401753786,10,3.2419933077098766
19,9.443535966632098,15,0,1,0,11,15.115083401753786,5,2.8893299264939865
19,9.443535966632098,15,0,1,0,11,15.115083401753786,6,3.9341007857678587
20,12.100224654618966,22,0,1,1,15,16.020507215662413,2,2.4813515138950732
20,12.100224654618966,22,0,1,1,15,16.020507215662413,3,2.5432081219723726
20,12.100224654618966,22,0,1,1,15,16.020507215662413,4,2.738072145508286
20,12.100224654618966,22,0,1,1,15,16.020507215662413,7,3.19269781938421
20,12.100224654618966,22,0,1,1,15,16.020507215662413,8,2.7046494818878486
20,12.100224654618966,22,0,1,1,15,16.020507215662413,9,2.8344580622619233
20,12.100224654618966,22,0,1,1,15,16.020507215662413,10,2.8964074537621713
20,12.100224654618966,22,0,1,1,15,16.020507215662413,5,3.036339960208977
20,12.100224654618966,22,0,1,1,15,16.020507215662413,6,3.3844621316714987
21,9.440026693054739,8,1,1,1,12,14.78527964810785,2,2.84385949917755
21,9.440026693054739,8,1,1,1,12,14.78527964810785,3,1.6138676946641382
21,9.440026693054739,8,1,1,1,12,14.78527964810785,4,2.1504716901402463
21,9.440026693054739,8,1,1,1,12,14.78527964810785,7,2.5152407318981806
21,9.440026693054739,8,1,1,1,12,14.78527964810785,8,2.637309113751082
21,9.440026693054739,8,1,1,1,12,14.78527964810785,9,2.7090156756068646
21,9.440026693054739,8,1,1,1,12,14.78527964810785,10,2.651583788738192
21,9.440026693054739,8,1,1,1,12,14.78527964810785,5,2.97858589347351
21,9.440026693054739,8,1,1,1,12,14.78527964810785,6,2.7337725489206677
22,11.328945259870483,3,1,1,1,14,16.537621998952808,2,3.6854735538811805
22,11.328945259870483,3,1,1,1,14,16.537621998952808,3,3.0071424257429085
22,11.328945259870483,3,1,1,1,14,16.537621998952808,4,2.660011510778644
22,11.328945259870483,3,1,1,1,14,16.537621998952808,7,3.9162868741362127
22,11.328945259870483,3,1,1,1,14,16.537621998952808,8,3.802409559912392
22,11.328945259870483,3,1,1,1,14,16.537621998952808,9,3.791178061443315
22,11.328945259870483,3,1,1,1,14,16.537621998952808,10,3.8574017356511976
22,11.328945259870483,3,1,1,1,14,16.537621998952808,5,3.0681757168730415
22,11.328945259870483,3,1,1,1,14,16.537621998952808,6,4.062877389987376
23,8.225050781454492,4,1,0,0,11,13.886178487345527,2,2.3264123640014542
23,8.225050781454492,4,1,0,0,11,13.886178487345527,3,2.149276713060064
23,8.225050781454492,4,1,0,0,11,13.886178487345527,4,2.3764377346958354
23,8.225050781454492,4,1,0,0,11,13.886178487345527,7,1.7876039593481583
23,8.225050781454492,4,1,0,0,11,13.886178487345527,8,1.7218634641122539
23,8.225050781454492,4,1,0,0,11,13.886178487345527,9,1.4620960083681587
23,8.225050781454492,4,1,0,0,11,13.886178487345527,10,2.7183134780609395
23,8.225050781454492,4,1,0,0,11,13.886178487345527,5,2.3725981500810898
23,8.225050781454492,4,1,0,0,11,13.886178487345527,6,1.871700012600739
24,8.84611092691654,7,1,1,1,11,14.863507772024521,2,1.9006707621063794
24,8.84611092691654,7,1,1,1,11,14.863507772024521,3,2.4018412875932924
24,8.84611092691654,7,1,1,1,11,14.863507772024521,4,1.4821046962548892
24,8.84611092691654,7,1,1,1,11,14.863507772024521,7,1.9364230370490259
24,8.84611092691654,7,1,1,1,11,14.863507772024521,8,2.0296586219508894
24,8.84611092691654,7,1,1,1,11,14.863507772024521,9,2.1683774763337555
24,8.84611092691654,7,1,1,1,11,14.863507772024521,10,2.571009578418624
24,8.84611092691654,7,1,1,1,11,14.863507772024521,5,1.4625059611107685
24,8.84611092691654,7,1,1,1,11,14.863507772024521,6,2.0910655003203487
25,12.100918439021559,16,0,0,1,11,14.578422311090005,2,3.297760442812151
25,12.100918439021559,16,0,0,1,11,14.578422311090005,3,2.8266623898722743
25,12.100918439021559,16,0,0,1,11,14.578422311090005,4,1.6414470917627733
25,12.100918439021559,16,0,0,1,11,14.578422311090005,7,2.6194884676574457
25,12.100918439021559,16,0,0,1,11,14.578422311090005,8,2.5772296546352624
25,12.100918439021559,16,0,0,1,11,14.578422311090005,9,2.8043215195229827
25,12.100918439021559,16,0,0,1,11,14.578422311090005,10,2.095457155448581
25,12.100918439021559,16,0,0,1,11,14.578422311090005,5,2.4835234704966114
25,12.100918439021559,16,0,0,1,11,14.578422311090005,6,2.4453038477370956
26,12.08860195466847,21,0,1,1,14,15.500401943142817,2,3.187813228524625
26,12.08860195466847,21,0,1,1,14,15.500401943142817,3,2.9296403041860946
26,12.08860195466847,21,0,1,1,14,15.500401943142817,4,2.4845152606569343
26,12.08860195466847,21,0,1,1,14,15.500401943142817,7,3.1352385447578666
26,12.08860195466847,21,0,1,1,14,15.500401943142817,8,3.164795904782316
26,12.08860195466847,21,0,1,1,14,15.500401943142817,9,3.305532472341518
26,12.08860195466847,21,0,1,1,14,15.500401943142817,10,3.0223830558441422
26,12.08860195466847,21,0,1,1,14,15.500401943142817,5,3.207631758568021
26,12.08860195466847,21,0,1,1,14,15.500401943142817,6,3.271760544071624
27,12.452876463837336,4,0,1,1,11,14.850098723869745,2,3.018054423257889
27,12.452876463837336,4,0,1,1,11,14.850098723869745,3,3.169592259503
27,12.452876463837336,4,0,1,1,11,14.850098723869745,4,2.4153600821759786
27,12.452876463837336,4,0,1,1,11,14.850098723869745,7,3.0851915810040333
27,12.452876463837336,4,0,1,1,11,14.850098723869745,8,3.3597258123249563
27,12.452876463837336,4,0,1,1,11,14.850098723869745,9,3.0989977721473507
27,12.452876463837336,4,0,1,1,11,14.850098723869745,10,3.1443785882181428
27,12.452876463837336,4,0,1,1,11,14.850098723869745,5,3.0972770931052547
27,12.452876463837336,4,0,1,1,11,14.850098723869745,6,2.911610209782829
28,9.36506907935064,12,1,1,1,11,14.27852580042471,2,2.4996792055365393
28,9.36506907935064,12,1,1,1,11,14.27852580042471,3,2.9685214921303924
28,9.36506907935064,12,1,1,1,11,14.27852580042471,4,2.030733169288181
28,9.36506907935064,12,1,1,1,11,14.27852580042471,7,3.0443508441186964
28,9.36506907935064,12,1,1,1,11,14.27852580042471,8,2.371720047607684
28,9.36506907935064,12,1,1,1,11,14.27852580042471,9,2.5134389622619437
28,9.36506907935064,12,1,1,1,11,14.27852580042471,10,2.3594192633153135
28,9.36506907935064,12,1,1,1,11,14.27852580042471,5,2.1277089298591703
28,9.36506907935064,12,1,1,1,11,14.27852580042471,6,2.9994841554538563
29,9.324645200695185,24,0,0,0,11,14.428253351425553,2,2.9729656135409863
29,9.324645200695185,24,0,0,0,11,14.428253351425553,3,1.8122652669390984
29,9.324645200695185,24,0,0,0,11,14.428253351425553,4,1.5592471047422318
29,9.324645200695185,24,0,0,0,11,14.428253351425553,7,1.6004801043088688
29,9.324645200695185,24,0,0,0,11,14.428253351425553,8,1.664171618562188
29,9.324645200695185,24,0,0,0,11,14.428253351425553,9,1.9374152345595232
29,9.324645200695185,24,0,0,0,11,14.428253351425553,10,1.754883123263221
29,9.324645200695185,24,0,0,0,11,14.428253351425553,5,2.186443844124274
29,9.324645200695185,24,0,0,0,11,14.428253351425553,6,1.936495649635398
30,10.547250626902146,28,0,0,0,11,13.821599657990804,2,1.6830808094319811
30,10.547250626902146,28,0,0,0,11,13.821599657990804,3,2.072814217135364
30,10.547250626902146,28,0,0,0,11,13.821599657990804,4,1.4698631232264399
30,10.547250626902146,28,0,0,0,11,13.821599657990804,7,2.3676248487514915
30,10.547250626902146,28,0,0,0,11,13.821599657990804,8,1.4335784849868298
30,10.547250626902146,28,0,0,0,11,13.821599657990804,9,1.379599367413922
30,10.547250626902146,28,0,0,0,11,13.821599657990804,10,1.543913043490242
30,10.547250626902146,28,0,0,0,11,13.821599657990804,5,2.0686989722506777
30,10.547250626902146,28,0,0,0,11,13.821599657990804,6,1.5852851844802733
31,11.458970889296834,7,1,1,0,12,14.32113444024613,2,3.3593265083562533
31,11.458970889296834,7,1,1,0,12,14.32113444024613,3,3.1800255937388004
31,11.458970889296834,7,1,1,0,12,14.32113444024613,4,2.9781395476002483
31,11.458970889296834,7,1,1,0,12,14.32113444024613,7,3.403908814553283
31,11.458970889296834,7,1,1,0,12,14.32113444024613,8,2.933642829810963
31,11.458970889296834,7,1,1,0,12,14.32113444024613,9,3.349796389971291
31,11.458970889296834,7,1,1,0,12,14.32113444024613,10,3.249067142877514
31,11.458970889296834,7,1,1,0,12,14.32113444024613,5,2.4027453796535565
31,11.458970889296834,7,1,1,0,12,14.32113444024613,6,3.675662244744009
32,9.303251967683773,14,0,0,1,10,13.935071077350054,2,1.969223983831826
32,9.303251967683773,14,0,0,1,10,13.935071077350054,3,1.0140214804917602
32,9.303251967683773,14,0,0,1,10,13.935071077350054,4,0.9574257392571965
32,9.303251967683773,14,0,0,1,10,13.935071077350054,7,1.0648945220653525
32,9.303251967683773,14,0,0,1,10,13.935071077350054,8,0.8528083820804145
32,9.303251967683773,14,0,0,1,10,13.935071077350054,9,1.5850090167833446
32,9.303251967683773,14,0,0,1,10,13.935071077350054,10,1.7321469487312824
32,9.303251967683773,14,0,0,1,10,13.935071077350054,5,1.8201934565082907
32,9.303251967683773,14,0,0,1,10,13.935071077350054,6,1.7303044897800182
33,10.562591599716947,7,0,0,1,13,15.325997928816696,2,2.4184904913764433
33,10.562591599716947,7,0,0,1,13,15.325997928816696,3,2.6456137136996514
33,10.562591599716947,7,0,0,1,13,15.325997928816696,4,2.170453143065781
33,10.562591599716947,7,0,0,1,13,15.325997928816696,7,2.7069878258827282
33,10.562591599716947,7,0,0,1,13,15.325997928816696,8,2.212117713522502
33,10.562591599716947,7,0,0,1,13,15.325997928816696,9,1.9950026252901096
33,10.562591599716947,7,0,0,1,13,15.325997928816696,10,2.2839949600619556
33,10.562591599716947,7,0,0,1,13,15.325997928816696,5,3.0659535910039097
33,10.562591599716947,7,0,0,1,13,15.325997928816696,6,2.2006776612314933
34,9.646399876156188,15,0,1,1,11,13.609921771452283,2,1.9379572813382062
34,9.646399876156188,15,0,1,1,11,13.609921771452283,3,1.3618734548280411
34,9.646399876156188,15,0,1,1,11,13.609921771452283,4,1.751211373149615
34,9.646399876156188,15,0,1,1,11,13.609921771452283,7,2.348303104403765
34,9.646399876156188,15,0,1,1,11,13.609921771452283,8,1.8405497696180324
34,9.646399876156188,15,0,1,1,11,13.609921771452283,9,1.5523740161492192
34,9.646399876156188,15,0,1,1,11,13.609921771452283,10,2.1159703150996596
34,9.646399876156188,15,0,1,1,11,13.609921771452283,5,1.0307866515972595
34,9.646399876156188,15,0,1,1,11,13.609921771452283,6,1.909976868367245
35,9.30235346824907,22,0,0,1,11,13.958066685979569,2,2.953756317987072
35,9.30235346824907,22,0,0,1,11,13.958066685979569,3,2.2786051329627903
35,9.30235346824907,22,0,0,1,11,13.958066685979569,4,2.4444437906416487
35,9.30235346824907,22,0,0,1,11,13.958066685979569,7,2.5469855702594817
35,9.30235346824907,22,0,0,1,11,13.958066685979569,8,2.6409776008990455
35,9.30235346824907,22,0,0,1,11,13.958066685979569,9,2.3658069500339898
35,9.30235346824907,22,0,0,1,11,13.958066685979569,10,2.1265843043917108
35,9.30235346824907,22,0,0,1,11,13.958066685979569,5,1.9671010103938977
36,10.519748606152907,30,0,0,1,11,14.41366116504807,2,1.391198970381362
36,10.519748606152907,30,0,0,1,11,14.41366116504807,3,1.5138536058289165
36,10.519748606152907,30,0,0,1,11,14.41366116504807,4,1.82599658446549
36,10.519748606152907,30,0,0,1,11,14.41366116504807,7,2.6980224205106484
36,10.519748606152907,30,0,0,1,11,14.41366116504807,8,2.1257994456837404
36,10.519748606152907,30,0,0,1,11,14.41366116504807,9,1.8152139648527217
36,10.519748606152907,30,0,0,1,11,14.41366116504807,10,1.9612877373560218
36,10.519748606152907,30,0,0,1,11,14.41366116504807,5,2.2216059306355658
36,10.519748606152907,30,0,0,1,11,14.41366116504807,6,1.9556281572675522
37,11.062939728901858,27,0,0,0,12,14.818179791535549,2,1.9684924841047824
37,11.062939728901858,27,0,0,0,12,14.818179791535549,3,2.757727027597468
37,11.062939728901858,27,0,0,0,12,14.818179791535549,4,2.3709602542777697
37,11.062939728901858,27,0,0,0,12,14.818179791535549,7,2.801555669498268
37,11.062939728901858,27,0,0,0,12,14.818179791535549,8,1.995730575993439
37,11.062939728901858,27,0,0,0,12,14.818179791535549,9,2.0589458266753096
37,11.062939728901858,27,0,0,0,12,14.818179791535549,10,2.1959247225342233
37,11.062939728901858,27,0,0,0,12,14.818179791535549,5,2.10509175017243
37,11.062939728901858,27,0,0,0,12,14.818179791535549,6,1.9223728149857557
38,9.218949823632055,29,0,0,0,11,14.32132089670768,2,2.02218148115204
38,9.218949823632055,29,0,0,0,11,14.32132089670768,3,2.397469756525147
38,9.218949823632055,29,0,0,0,11,14.32132089670768,4,2.2343008774685433
38,9.218949823632055,29,0,0,0,11,14.32132089670768,7,1.3582539855825557
38,9.218949823632055,29,0,0,0,11,14.32132089670768,8,1.306871123136395
38,9.218949823632055,29,0,0,0,11,14.32132089670768,9,1.3874955092046035
38,9.218949823632055,29,0,0,0,11,14.32132089670768,10,1.5644279464949986
38,9.218949823632055,29,0,0,0,11,14.32132089670768,5,2.2350816770093043
38,9.218949823632055,29,0,0,0,11,14.32132089670768,6,1.9822429251932856
39,10.794092165110754,27,0,0,0,11,14.4067834650854,2,1.8335716530303676
39,10.794092165110754,27,0,0,0,11,14.4067834650854,3,2.2005407366930676
39,10.794092165110754,27,0,0,0,11,14.4067834650854,4,1.8788118297880403
39,10.794092165110754,27,0,0,0,11,14.4067834650854,7,2.169647549037329
39,10.794092165110754,27,0,0,0,11,14.4067834650854,8,1.9713545814763076
39,10.794092165110754,27,0,0,0,11,14.4067834650854,9,2.3404990631804976
39,10.794092165110754,27,0,0,0,11,14.4067834650854,10,2.130767935677941
39,10.794092165110754,27,0,0,0,11,14.4067834650854,5,1.8703504281751089
39,10.794092165110754,27,0,0,0,11,14.4067834650854,6,2.3994561998518913
40,10.919240398758971,16,0,0,0,11,14.411241159865359,2,2.4347378743634165
40,10.919240398758971,16,0,0,0,11,14.411241159865359,3,2.227855932810471
40,10.919240398758971,16,0,0,0,11,14.411241159865359,4,2.040965918516495
40,10.919240398758971,16,0,0,0,11,14.411241159865359,7,2.5363630339063414
40,10.919240398758971,16,0,0,0,11,14.411241159865359,8,1.9210103681724038
40,10.919240398758971,16,0,0,0,11,14.411241159865359,9,1.608761753399099
40,10.919240398758971,16,0,0,0,11,14.411241159865359,10,1.943654237228609
40,10.919240398758971,16,0,0,0,11,14.411241159865359,5,1.9396586740934454
40,10.919240398758971,16,0,0,0,11,14.411241159865359,6,2.761572962021886
41,9.687057537102168,7,0,0,0,11,14.509306608276981,2,1.977513862568915
