person_id,school_id,summercamp,female,parental_schooling,parental_lincome,test_year_5,test_year_6
122,19,1,0,11,14.352627370809529,1.9577181688172223,2.722000923794088
123,15,0,1,10,13.173547398091017,1.7324515357494548,1.4271247738425008
124,2,0,1,11,14.707336475917483,2.770587801324071,2.2602594952879667
125,9,0,0,10,13.463965539764152,2.138097544513654,1.2767558798492817
126,2,0,0,12,14.780320203143038,2.2735692434759267,2.577033024738343
127,26,0,1,11,15.278904701661126,1.6185047291304582,2.1944889656609163
128,23,1,0,11,14.980756262618366,2.7022696973565004,2.536237631715482
129,25,1,0,11,14.576605529686447,2.2234396968518464,3.26609176290917
130,14,0,1,12,14.785453631745348,2.7171415139884214,2.790643291845462
131,4,0,1,11,14.676941307061211,1.906273735891915,3.2248082828946423
132,29,1,0,12,14.665338682037788,3.523714310788598,3.3691992421132446
133,26,1,0,11,13.802673319405711,1.2956370816459162,2.55044970751316
134,8,0,1,13,14.948076538177284,1.7530007769560243,2.8102610560334385
135,5,0,0,12,14.639405036843586,2.5712403124210277,2.612679672701131
136,2,0,0,11,14.424498757143722,1.5319466454083395,1.7876512914645006
137,18,1,1,11,14.389590801411877,1.4658732474997611,1.9162641471853064
138,16,0,0,10,13.893576823316506,2.0589091058393674,1.2545581466184352
139,7,1,1,11,15.255791802571503,2.7686922286403903,3.006375200311697
140,13,1,1,12,15.306351497576133,2.5108700836991824,3.2973127011117604
141,30,0,1,13,15.138860268498707,2.3143034960426165,3.0908480539584087
142,6,0,1,12,14.964723326969011,2.3450545415841986,2.6887214211132044
143,7,1,1,12,15.771017888165497,2.728383950251611,3.078779562962909
144,18,0,0,11,14.779391125757863,2.6901713372816336,2.090678996769148
145,22,1,1,12,15.352211724796929,2.9463552772407016,3.360593063147586
146,28,0,0,11,14.025716526336117,2.6526762734587073,2.424645306015389
147,7,0,1,11,14.264413873046601,2.2737503339450535,1.9741350546530751
148,16,0,1,10,13.84965120052092,2.242119738285348,1.834627608028667
149,21,0,0,10,14.167527819346603,2.3699808373906683,3.145770482937418
150,10,0,0,11,14.44025754610398,2.207852798000075,2.017875189988538
151,4,1,0,14,16.33825302318568,3.9036483897669916,4.0918603737526995
152,27,1,1,11,14.972121633740239,2.995812122974975,3.3847397387449583
153,30,0,1,12,15.259997586030963,2.4439905851260955,2.8442096842805826
154,22,1,0,12,14.994719390253824,3.166740139356965,3.1847172583621015
155,2,1,1,13,15.439832437231248,3.336661526971306,3.1061648506882054
156,21,0,1,12,14.720878468032788,1.9015166835918413,2.4231215493049696
157,13,0,0,11,14.066519373515835,1.6766510435098672,1.9618366313635058
158,29,0,1,10,13.726761185464596,1.791140746029386,1.5985029865748344
159,29,1,1,11,14.718604171948913,2.951742629339654,4.012539129451193
160,28,1,0,16,17.114083118718394,3.0769597877956443,3.820986324411289
161,9,0,0,12,14.933558601877507,2.592540033540211,2.0673390936906433
162,24,0,1,11,14.267881261176655,2.802624843547106,1.3304090849241639
163,18,0,1,13,15.363643564506264,2.2039393090660946,2.1899484482225016
164,17,1,1,11,14.245293197036839,0.888676019812053,1.8511209928540044
165,2,0,0,11,14.343727885969175,2.6226475356418453,2.442660795136967
166,15,1,1,10,14.266982285319013,1.3009721068989264,1.8434835139420105
167,26,0,1,11,14.077757652428673,1.8680063182696791,1.4232221491770651
168,6,0,1,11,14.208031037452416,2.431444342580027,2.2388484391282284
169,29,0,1,11,14.129718386537133,1.8968414442315369,2.086419703621143
170,24,0,1,12,15.068216747843397,2.095632317688666,3.1420487512829185
171,3,1,1,15,16.33903237739748,3.2883053741416264,3.785112236945929
172,11,0,1,11,14.340837137077289,1.7199932478600164,1.8251817650914426
173,13,0,1,10,13.943101664824944,2.030885225790991,2.206582084257319
174,30,0,1,11,13.39401455148121,1.7198624350230112,1.4187161603392686
175,25,0,1,11,14.415750627261318,1.7655833729217614,1.7602988156124106
176,1,0,1,12,14.80642544201513,2.0877812574502106,2.047995318490243
177,23,0,0,10,14.590760417165372,2.5599160431061825,2.4334856124988935
178,8,1,0,15,17.14296246740554,3.9733050618390124,3.881037977744471
179,4,0,1,11,14.172893832195966,1.5884627096243642,1.5516707586618128
180,6,0,0,11,13.987800243110987,1.7152993826934977,1.8101144509727674
181,1,1,1,14,15.660808708663762,2.7179774286854164,3.403046474412432
182,28,1,1,15,16.28155020802212,4.3176155404655505,4.14204818632468
183,29,1,1,11,14.085643102067609,1.4919345084234044,2.364747292245487
184,2,0,1,11,14.384164003447447,1.5816110551481597,1.5429012160812134
185,18,0,0,11,14.146784732957403,1.9038597991884165,2.3021120945071534
186,20,0,1,11,14.64248087942715,2.197085839373383,1.855127865977139
187,16,0,1,10,14.131371287490301,1.5743179674934753,1.8529362593306729
188,24,0,0,12,14.692397437312573,1.761884786950115,2.096976234410442
189,23,1,1,10,13.188553675614019,1.1040150973736969,1.2531072622407753
190,13,0,1,NA,14.81311738475906,2.483816984648742,2.447624258898819
191,8,0,1,11,14.311299561376646,1.976041618070933,1.7910487892952127
192,20,1,1,13,15.55542154041235,2.788951502135083,2.2845782258391654
193,24,1,1,13,14.981035131294687,2.4685518705495513,3.610702427737158
194,20,0,0,12,14.05849476389572,1.7323034223653861,2.077524741137751
195,12,1,1,12,15.153993911510828,2.597509691012097,3.2884454199292024
196,2,1,1,12,14.636625765863394,2.868248415688311,3.428905715414806
197,3,0,0,11,14.333719740458571,1.9796474108320101,1.906620044576975
198,2,1,0,11,14.102092562428588,1.4898524578487042,2.1811267790185767
199,4,0,0,12,15.115575644733292,2.271184180131799,2.6310686706454756
200,26,0,0,10,13.409444029928618,1.1921375246215786,2.2098920531803943
201,10,1,0,13,15.385747401315,2.3544097325130964,3.4276797521277254
202,8,1,1,22,18.927711246564005,4.2453316661119125,4.983078286864774
203,4,1,0,11,14.405250177069238,2.372569021775783,3.1861172032379295
204,17,0,0,11,14.922743071797182,1.8009847214590684,1.8285055644705295
205,19,1,1,11,15.187998703281158,2.308396670058694,2.8244139366621392
206,28,1,1,11,15.109904604779679,1.9034357815668503,2.6446846562702766
207,6,0,1,10,13.861579078876089,1.6742709170045125,1.3398059795101067
208,14,0,0,11,13.761608893331545,1.867648053841266,1.1517309868544974
209,21,0,0,10,14.405651636343704,2.4890416135556395,1.681089080470164
210,18,0,1,11,14.685205943582174,2.3038221199394284,2.784935886878067
211,13,0,0,11,14.284335295591324,2.463014984169044,2.241272673465113
212,29,0,1,10,14.32782282216329,2.0099866065472956,1.7510068520658861
213,2,1,0,11,14.21837081153429,2.324456869006441,3.1623408547192717
214,7,0,1,11,14.486558706250868,1.850649888251104,2.1643380043598235
215,30,0,0,11,14.2561573449436,2.5046615829282852,2.033931747392803
216,22,0,0,11,14.076093576183423,1.9105073116077662,2.440541800596929
217,23,0,1,10,13.90381191124845,1.6014314734833464,1.5911475480329988
218,12,1,1,11,14.540419596356626,0.9869401673062154,1.8820954740517026
219,8,0,1,11,14.539212613690358,2.352236405117521,2.4886208020808773
220,8,0,0,11,14.976916217837477,2.306613610085777,2.562776478567112
221,15,0,0,11,14.46475509355689,2.427093823890255,2.3205881890675055
222,19,0,0,11,13.904595278642205,1.9158147749767045,2.7912262541652844
223,12,0,1,11,14.18733847146425,1.9190489358718485,2.160665342797935
224,26,1,1,12,14.564519581794865,2.5455406913312446,3.185302288764594
225,26,1,0,10,13.672572954713788,1.2431404458155553,1.3504237192654547
226,28,0,0,10,13.634582126832541,1.5698957700834524,2.1948390388916
227,1,1,0,11,14.689986609104691,2.587083287280948,2.9739988614698962
228,22,1,0,13,15.582648292427068,3.082200682211945,3.231891096795644
229,27,1,1,12,15.189008030110772,2.9873194282087625,3.4396027525041513
230,21,0,1,11,13.97263161318142,2.3154252342107577,2.366452098164182
231,14,1,0,11,14.848017312261893,1.6545423869980909,3.1432631828354163
232,2,1,0,11,14.590649163872786,2.6282676817593456,2.8434216638454703
233,17,1,0,12,14.759531653035085,2.7885995895660125,3.712039405326302
234,9,1,0,11,15.354515510829055,NA,3.4173575967160548
235,7,0,0,12,14.757667060736402,2.286008623628764,1.9578450304341954
236,3,0,0,12,14.99673980504661,2.29081927340473,2.312693420433133
237,29,1,0,11,14.749505756050219,2.491859885367271,2.8303717855468333
238,13,1,1,14,15.800132332729866,3.178428616485573,3.153775825441763
239,13,0,1,12,14.940890906171921,2.1716113950226923,2.648953506875516
240,13,0,0,10,14.480881703921499,2.0457913298296635,1.2545360798171818
241,22,1,0,11,14.751209119313673,3.113690851090685,3.1506078785114306
242,12,1,0,12,15.29610215731151,2.674802950974928,3.453253124965954
243,7,1,0,11,14.602192924628016,2.239435558540295,2.9114851399765582
244,20,0,0,11,13.768353385531185,1.9371531296200852,1.799456088315004
245,3,0,1,10,13.280466901768577,1.640194178534161,0.9576467901311633
246,8,1,1,11,14.712292453961997,2.7617352942552458,3.1625292414914625
247,17,0,0,11,14.199586073815357,2.7956612628253166,1.9223625805973994
248,26,0,1,10,14.663226662542414,2.730827816133784,2.7532520459916268
249,9,0,1,10,14.276966587526928,2.647260381709844,2.1785756254782744
250,20,1,1,11,14.594246694632773,2.538044213737027,2.8734491356835905
251,2,1,0,12,15.141838828823046,2.816301321699101,3.227497092926114
252,23,1,1,12,15.21386892467413,2.2683945705280517,3.09558033856339
253,16,0,1,11,14.427375536178449,1.8645057139080796,1.739231390658254
254,26,0,0,11,14.245259031477916,2.0325190088583316,2.013519660644569
255,14,0,0,12,14.715841936057194,1.9817314918368198,2.343443896059735
256,7,1,0,10,13.298017841867978,1.36859567609876,1.609689644498389
257,14,0,0,11,14.126467124080103,2.1942111140565927,2.0520341771826054
258,24,0,1,11,13.923470652611604,1.7519225376472818,1.8800423883219282
259,11,0,1,11,14.693208256190088,2.1282883038579623,2.615087086213306
260,26,0,0,11,13.702190899506785,2.4694500537753363,2.161301938463411
261,22,1,1,11,15.233215174278813,3.7036421942289843,3.3894820757167756
262,7,1,1,12,14.628431574829685,3.2817145007484516,3.4750867174177107
263,17,0,1,11,15.00026230507882,1.7527765185192281,2.1568902127399947
264,8,0,1,11,15.210814168581834,2.47597573643026,2.445857467383786
265,18,0,1,12,14.648884187772534,1.9880147205288967,2.696180516183483
266,23,0,1,11,14.327372670903593,2.4334879925006274,2.3281144377646568
267,18,0,1,12,15.177104190422288,1.9229255897739301,1.7921139954521756
268,25,1,1,11,15.145758843844856,3.1344622482415505,2.820568907423461
269,9,0,1,10,13.604976884970181,1.6012527744975908,0.982137283243305
270,9,0,1,11,14.130742895525497,1.8121069919755382,2.2093753025583918
271,3,0,1,11,14.72387730275814,2.199781537902968,2.4398086385579196
272,21,1,1,11,14.533121695156852,2.489036840733035,2.557649678613311
273,20,0,1,11,14.638536786276571,1.8135853199847327,2.2375127804223647
274,22,1,1,11,13.51792134084961,1.2837601260910543,1.4020515944380645
275,4,0,0,12,14.960269625593796,2.3558126154889005,1.8536372292955847
276,23,0,1,10,13.694569538367112,1.9192605521885175,1.474588904278374
277,17,0,1,13,15.077618416488416,2.5381136656015544,2.8113847042364895
278,11,1,1,11,14.656591784879287,1.3960536666575425,1.867189234455825
279,19,0,1,11,14.825628689463867,2.466395720792901,2.450970237460535
280,29,0,1,10,13.393141226541816,1.7384067286671296,1.6145746563133605
281,11,0,0,11,14.41656645795592,2.6800914550799733,1.6491357484013052
282,11,1,1,10,14.093692647139878,1.3294707299508293,2.3223631857415823
283,9,0,1,10,13.922170674467138,1.988202305428249,2.4312862162124467
284,12,1,0,13,15.071502172584161,2.690167335425582,2.6061716430303403
285,23,1,1,11,14.434139629370623,2.6205811565162795,3.4946799249915705
286,27,1,0,10,13.91020927092793,0.9403602093754156,2.2229139367945767
287,11,0,0,12,15.36304152925003,1.7166991975529813,2.5352411872813567
288,27,0,0,11,13.80326269887622,2.3316033694217095,2.104948832779709
289,27,0,1,12,14.826517905353494,1.9383216036791526,2.2806449424769295
290,2,0,1,11,14.516393938976243,2.9611729222540624,2.8124971477607
291,15,0,0,11,14.590537566531143,2.163929859590626,2.795643038700238
292,18,1,0,11,14.549590609366188,1.2562437860702769,1.8792202487138014
293,15,1,1,11,13.800590778559274,2.9295078230231693,3.6534996223579888
294,16,0,0,11,14.542555030467938,2.093537998133168,2.2120515201165207
295,15,0,0,11,14.6778195988399,2.4479837212492472,2.455786088867929
296,12,1,1,11,13.987025781960645,1.332671057924041,2.240918587537655
297,11,1,1,11,14.822110212782043,1.42392771745775,2.5796785442481984
298,24,0,0,11,14.190531512263016,2.461108945664962,3.1650979750108452
299,13,0,0,11,13.734847842623376,1.6389173699947162,1.193257662918167
300,26,0,1,10,13.54449154523794,0.1751413706397273,1.042501838618208
301,16,1,1,12,15.814193106135864,2.5563383221847307,2.781747618867525
302,15,1,1,11,14.339858962481433,2.26178135452759,2.951089989680122
303,7,0,0,10,13.52861702409582,1.9130475631852162,2.098025507801135
304,28,0,1,11,13.865561839810956,2.155766888138024,2.5183041257134313
305,26,1,1,12,14.892946103062343,2.4535767999361067,3.301172693262703
306,9,1,0,12,14.565885789883417,2.718931875213537,3.8772929981931017
307,1,0,1,12,14.307018570784846,1.6300303273623216,1.9237338714442678
308,28,0,1,10,12.998865222715912,0.047919447562198264,1.4203589781317627
309,3,1,0,11,15.149182879486728,2.724966315964959,2.9892958145425643
310,14,1,0,11,13.964818466954485,1.9411404994676549,2.2695472531637337
311,23,1,1,12,15.575959393845334,3.596487643143696,3.7894932693306735
312,21,0,0,11,14.990537123719136,1.939423197906187,2.1037984547649584
313,10,1,1,15,15.60682389137794,3.442803317212746,3.3898895465315593
314,27,1,1,11,14.805061478884586,2.5217348144257543,2.683408497446651
315,29,0,1,10,13.364792541449564,1.1291359215808257,0.913404990417414
316,8,1,0,11,14.56089842211173,2.7094573200167913,2.774107730968551
317,15,1,1,15,16.576829316728958,3.2282967595035093,4.2126405864131575
318,4,0,1,11,14.16155635247925,2.4790610370467094,2.4367084655586333
319,11,0,1,11,13.916855563785829,1.8703442904397094,2.181495699645871
320,28,1,0,13,15.513423391399566,3.076118513075146,3.7831435372467443
321,7,0,1,11,14.304307789750087,1.4322336391086044,1.6437257925304543
322,26,1,1,13,15.605759343437537,2.5292716554739525,3.199650373794436
323,21,0,0,11,14.446948919476192,2.6802495542166715,2.242705214594203
324,21,1,1,11,14.320109089989066,2.4833643371436365,3.4410919415784367
325,4,0,1,12,14.598585420700152,1.9671461489244206,2.23924488180575
326,19,1,0,11,14.403095895743622,2.046005459036777,2.7543808445714517
327,25,0,1,12,14.803794609491359,2.0867681533020517,2.012126297878726
328,27,1,0,10,13.768736382255854,1.233040825767351,1.923835182296277
329,8,0,0,11,14.299992973550179,2.774440941552226,2.5591108890235437
330,15,1,1,11,14.789968715709367,3.128082282083136,3.552113170195333
331,7,0,1,11,14.303102067988739,2.6863529791360485,2.318454790064573
332,9,1,0,13,15.775187141795753,2.022284509678564,4.065100170011108
333,27,0,0,10,13.993011900955796,2.004155595986553,1.8886127353877409
334,9,1,0,11,14.887090901191595,2.540761203202428,3.203941844984499
335,24,0,0,11,13.935955208661898,1.923039946488697,2.2051421252003376
336,23,0,0,10,14.413036477294344,1.678995130543545,2.273376033171935
337,29,1,0,12,14.92567620379553,2.8603083891028276,2.9761088781063685
338,18,0,1,11,15.119457466621984,2.8819220523726674,2.8262652931712324
339,3,1,1,11,14.752242879534585,2.607301848422604,3.803749921471124
340,16,0,0,11,14.000051971978518,1.4316650717075745,1.1646353485861531
341,21,1,0,11,14.02257757694861,1.4966781999820997,1.7391331459814385
342,26,0,0,11,15.22341891561283,1.8960071566785692,2.2037246576366374
343,26,0,0,10,13.795613983802891,2.0688996936116304,1.8545888456241142
344,4,0,1,11,14.549437592141368,2.400529910718683,2.0029079765326294
345,21,1,1,13,15.589151608369233,3.144464143770382,3.7757105364030754
346,27,0,1,11,14.01237029778342,1.765888464862408,2.715345616908391
347,6,1,1,11,13.887240107957336,1.2249105235236533,1.7228462820780994
348,6,0,0,11,14.309606431035713,1.580769916483968,1.9217782450548042
349,23,0,1,12,15.41177535544458,1.7820881292018387,2.201625724768038
350,6,1,1,11,13.959994569346398,1.3309497402349626,2.3399952330607934
351,27,1,0,12,15.406011196533333,3.3122008837896666,3.669424063988813
352,14,1,1,11,14.898430304392377,1.9514137816363126,3.2858566516897034
353,18,0,1,11,13.807120392195873,2.0508333204099825,2.1667443379363855
354,12,0,1,11,14.28283559624524,2.6057078578416184,2.325185984317671
355,11,0,1,11,13.843013309496428,1.90658812983644,2.34354822606912
356,4,1,0,11,14.509836794536659,1.1429308965234646,2.4366800791803014
357,30,1,0,11,14.364623016109308,1.2752274041787792,2.277786382052542
358,24,1,1,12,15.201915466871572,3.38727132539111,3.452791639588122
359,22,0,0,11,14.077454453686814,1.6520972641351357,2.472918871553738
360,29,1,0,10,13.676362296247559,1.0514158332642536,1.3446889278195913
361,27,0,0,11,14.183650493146176,2.146631228635448,2.2677922754438975
362,12,0,0,11,14.35368944974353,2.112191344493679,2.3728971466373974
363,11,0,1,10,13.296566705012827,1.5854660471189606,1.4373775864322391
364,5,1,1,11,13.820911053756253,1.0284999486812827,2.0016527401797597
365,12,0,0,11,15.072910689996434,1.877037435590923,2.1672447152655496
366,21,0,0,10,13.566193314493136,2.0858488995566207,2.139460618280611
367,14,0,0,11,14.590459553251643,1.71069601744319,2.551128171301063
368,7,1,0,12,14.546477436258419,2.6364968098570016,3.202567410390857
369,30,0,1,11,14.291498466360633,1.670474006558558,2.285941998566031
370,14,0,1,10,13.580870507395549,1.0407814813940268,0.9791771498754925
371,14,0,0,10,13.813142451838367,1.0803111358433493,0.9611305902381242
372,4,1,0,12,14.563417509569115,1.5940964531691133,2.851557358133552
373,5,0,1,11,14.84429099724734,2.6501763354603964,2.648230018326312
374,10,0,0,11,14.516438747094552,1.6586499751572295,1.5002841781565874
375,20,0,1,10,13.796806565782827,1.8975366436578556,2.379338964004595
376,15,0,1,11,13.87270078381,1.527020200142477,1.599845390622294
377,26,1,1,12,14.704755112042806,2.65858424535453,3.7721672173692604
378,7,1,1,11,13.905253228824686,1.746310213342788,2.182928418687905
379,8,0,0,11,14.199893661607193,2.762886060263754,2.6939407675472724
380,26,1,1,10,13.304662091173308,1.1757249807758494,1.1779223375442103
381,10,0,1,11,14.669531693513083,1.9631295230402204,2.0929155629971437
382,12,0,0,11,13.873166459595707,1.8532235112619697,1.9157915089445414
383,26,1,0,10,13.808214375368635,1.197160231298108,2.006496529141118
384,9,0,0,11,14.771013648325376,1.9478098946038884,2.111582988299338
385,28,1,1,11,13.789648007732607,1.4593196804145099,2.3636754798862882
386,4,0,1,12,14.638385174330867,1.7582423473766284,2.303425369742129
387,14,1,1,10,13.129754781956969,1.2388681107001196,1.7635622005372935
388,3,0,1,11,14.515193891049945,2.7869056026661005,2.4778817830366853
389,5,1,0,11,14.62485938706623,1.4413168047485483,2.9245686735038974
390,19,0,1,10,13.679693267078013,1.538387089235321,1.8782341531285163
391,29,1,1,12,14.54981752945769,1.2884296586847155,2.166901427400246
392,20,0,1,12,14.524037737630962,2.9919906104916327,2.5652760703965614
393,28,0,1,11,14.078874767702205,1.7032001900678804,1.927214079201461
394,11,1,1,11,14.038640310077545,1.1050378325023167,2.175516299871974
395,29,1,1,12,15.428845896125912,3.01280222721303,3.002042684637775
